"Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","HasCabin","Fare_capped","Age_norm","Fare_norm","Age_z","Fare_z","Sex_encoded","Embarked_C","Embarked_Q","Embarked_S","Survived_label"
1,"2nd","male",0.67,1,1,14.5,"S",0,14.5,0.00314149283739633,0.220920736686859,-2.13781702107168,-0.466116022376475,1,0,0,1,"Yes"
0,"3rd","male",28,0,0,7.7958,"S",0,7.7958,0.346569489821563,0.118776129590581,-0.0836131076534643,-0.793443573545621,1,0,0,1,"No"
0,"2nd","male",18,0,0,11.5,"S",0,11.5,0.22090977632571,0.175212998061992,-0.835242786913698,-0.612588778784016,1,0,0,1,"No"
0,"3rd","male",34,0,0,8.05,"S",0,8.05,0.421965317919075,0.122649098643394,0.367364699902676,-0.781032448652689,1,0,0,1,"No"
1,"1st","female",33,0,0,86.5,"S",1,65.6344,0.40939934656949,1,0.292201731976653,2.03048281603878,0,0,0,1,"Yes"
0,"3rd","male",25,0,0,14.5,"S",0,14.5,0.308871575772807,0.220920736686859,-0.309102011431534,-0.466116022376475,1,0,0,1,"No"
0,"3rd","male",41,0,0,7.125,"S",0,7.125,0.509927117366172,0.10855587923406,0.89350547538484,-0.826194881878347,1,0,0,1,"No"
1,"3rd","male",20,0,0,7.2292,"C",0,7.2292,0.246041719024881,0.110143461355631,-0.684916851061652,-0.821107394805792,1,1,0,0,"Yes"
1,"1st","female",36,1,2,120,"S",1,65.6344,0.447097260618246,1,0.517690635754723,2.03048281603878,0,0,0,1,"Yes"
0,"3rd","male",16,0,0,7.775,"S",0,7.775,0.195777833626539,0.118459222602781,-0.985568722765745,-0.794459117990046,1,0,0,1,"No"
1,"1st","female",51,1,0,77.9583,"S",1,65.6344,0.635586830862026,1,1.64513515464507,2.03048281603878,0,0,0,1,"Yes"
0,"1st","male",40,0,0,39.6,"C",0,39.6,0.497361146016587,0.60334214984825,0.818342507458817,0.759372706233285,1,1,0,0,"No"
0,"3rd","female",30.5,0,0,7.75,"Q",0,7.75,0.377984418195527,0.118078324780908,0.104294312161594,-0.795679724293443,0,0,1,0,"No"
0,"3rd","male",25,1,0,24.15,"Q",0,24.15,0.308871575772807,0.367947295930183,-0.309102011431534,0.00503801073444814,1,0,1,0,"No"
0,"3rd","male",32,0,0,8.3625,"S",0,8.3625,0.396833375219904,0.127410321416818,0.217038764050629,-0.765774869860236,1,0,0,1,"No"
0,"3rd","male",24,0,0,9.5,"S",0,9.5,0.296305604423222,0.14474117231208,-0.384264979357558,-0.71023728305571,1,0,0,1,"No"
0,"3rd","male",48,0,0,7.8542,"S",0,7.8542,0.59788891681327,0.119665906902478,1.419646250867,-0.790592237220887,1,0,0,1,"No"
0,"2nd","female",57,0,0,10.5,"S",1,10.5,0.710982658959538,0.159977085187036,2.09611296220121,-0.661413030919863,0,0,0,1,"No"
0,"3rd","male",25,0,0,7.225,"C",0,7.225,0.308871575772807,0.110079470521556,-0.309102011431534,-0.821312456664762,1,1,0,0,"No"
1,"2nd","female",54,1,3,23,"S",0,23,0.673284744910782,0.350425996123984,1.87062405842314,-0.0511098792217759,0,0,0,1,"Yes"
0,"3rd","male",18,0,0,7.75,"S",0,7.75,0.22090977632571,0.118078324780908,-0.835242786913698,-0.795679724293443,1,0,0,1,"No"
0,"3rd","male",25,0,0,7.75,"Q",1,7.75,0.308871575772807,0.118078324780908,-0.309102011431534,-0.795679724293443,1,0,1,0,"No"
1,"3rd","female",5,0,0,12.475,"S",0,12.475,0.0575521487811008,0.190068013115074,-1.812361369952,-0.564985132951566,0,0,0,1,"Yes"
0,"3rd","male",25,0,0,7.7375,"Q",0,7.7375,0.308871575772807,0.117887875869971,-0.309102011431534,-0.796290027445141,1,0,1,0,"No"
1,"1st","female",43,0,1,211.3375,"S",1,65.6344,0.535059060065343,1,1.04383141123689,2.03048281603878,0,0,0,1,"Yes"
1,"3rd","female",13,0,0,7.2292,"C",0,7.2292,0.158079919577783,0.110143461355631,-1.21105762654382,-0.821107394805792,0,1,0,0,"Yes"
1,"1st","female",17,1,0,57,"S",1,57,0.208343804976125,0.868447033872482,-0.910405754839722,1.60891469339702,0,0,0,1,"Yes"
0,"1st","male",29,0,0,30,"S",1,30,0.359135461171149,0.457077386248674,-0.00845013972744087,0.290659885729153,1,0,0,1,"No"
0,"3rd","male",25,1,2,23.45,"S",0,23.45,0.308871575772807,0.357282156917714,-0.309102011431534,-0.0291389657606447,1,0,0,1,"No"
0,"3rd","male",25,0,0,7.05,"S",0,7.05,0.308871575772807,0.107413185768439,-0.309102011431534,-0.829856700788536,1,0,0,1,"No"
0,"3rd","male",25,0,0,7.25,"S",0,7.25,0.308871575772807,0.11046036834343,-0.309102011431534,-0.820091850361366,1,0,0,1,"No"
1,"3rd","female",18,0,0,7.4958,"S",0,7.4958,0.22090977632571,0.114205355728094,-0.835242786913698,-0.808090849186375,0,0,0,1,"Yes"
0,"3rd","male",8,4,1,29.125,"Q",0,29.125,0.0952500628298567,0.443745962483088,-1.58687246617393,0.247938665110287,1,0,1,0,"No"
1,"3rd","male",1,1,2,20.575,"S",0,20.575,0.00728826338275949,0.313478907402216,-2.1130132416561,-0.169508690651205,1,0,0,1,"Yes"
0,"1st","male",46,0,0,79.2,"C",1,65.6344,0.572756974114099,1,1.26932031501496,2.03048281603878,1,1,0,0,"No"
0,"3rd","male",25,0,0,7.75,"Q",0,7.75,0.308871575772807,0.118078324780908,-0.309102011431534,-0.795679724293443,1,0,1,0,"No"
0,"2nd","male",16,0,0,26,"S",0,26,0.195777833626539,0.396133734748851,-0.985568722765745,0.0953628771857652,1,0,0,1,"No"
0,"3rd","female",21.5,8,2,69.55,"S",0,65.6344,0.264890676049259,1,-0.572172399172616,2.03048281603878,0,0,0,1,"No"
0,"1st","male",40,0,0,30.6958,"C",0,30.6958,0.497361146016587,0.467678534427069,0.818342507458817,0.324631800365275,1,1,0,0,"No"
0,"3rd","male",25,0,0,7.8958,"S",0,7.8958,0.308871575772807,0.120299720878076,-0.309102011431534,-0.788561148332036,1,0,0,1,"No"
0,"2nd","male",39,0,0,13,"S",0,13,0.484795174667002,0.198066867374426,0.743179539532793,-0.539352400580246,1,0,0,1,"No"
1,"1st","female",49,0,0,25.9292,"S",1,25.9292,0.610454888162855,0.395055032117304,1.49480921879303,0.0919061201345473,0,0,0,1,"Yes"
1,"3rd","female",31,0,0,8.6833,"S",0,8.6833,0.384267403870319,0.132298002267104,0.141875796124606,-0.750112049775057,0,0,0,1,"Yes"
0,"3rd","male",30,0,0,7.2292,"C",0,7.2292,0.371701432520734,0.110143461355631,0.0667128281985825,-0.821107394805792,1,1,0,0,"No"
0,"3rd","female",30,1,1,24.15,"S",0,24.15,0.371701432520734,0.367947295930183,0.0667128281985825,0.00503801073444814,0,0,0,1,"No"
0,"2nd","male",34,0,0,13,"S",0,13,0.421965317919075,0.198066867374426,0.367364699902676,-0.539352400580246,1,0,0,1,"No"
1,"2nd","female",31,1,1,26.25,"S",0,26.25,0.384267403870319,0.39994271296759,0.141875796124606,0.107568940219727,0,0,0,1,"Yes"
1,"1st","male",11,1,2,120,"S",1,65.6344,0.132947976878613,1,-1.36138356239586,2.03048281603878,1,0,0,1,"Yes"
1,"3rd","male",0.42,0,1,8.5167,"C",0,8.5167,0,0.129759699182136,-2.15660776305319,-0.758246170180889,1,1,0,0,"Yes"
1,"3rd","male",27,0,0,6.975,"S",0,6.975,0.334003518471978,0.106270492302817,-0.158776075579488,-0.833518519698724,1,0,0,1,"Yes"
0,"3rd","male",31,0,0,7.775,"S",0,7.775,0.384267403870319,0.118459222602781,0.141875796124606,-0.794459117990046,1,0,0,1,"No"
0,"1st","male",39,0,0,0,"S",1,0,0.484795174667002,0,0.743179539532793,-1.17406767834626,1,0,0,1,"No"
0,"3rd","female",18,0,0,7.775,"S",0,7.775,0.22090977632571,0.118459222602781,-0.835242786913698,-0.794459117990046,0,0,0,1,"No"
0,"2nd","male",39,0,0,13,"S",0,13,0.484795174667002,0.198066867374426,0.743179539532793,-0.539352400580246,1,0,0,1,"No"
1,"1st","female",33,1,0,53.1,"S",1,53.1,0.40939934656949,0.809026973660154,0.292201731976653,1.41850011006722,0,0,0,1,"Yes"
0,"3rd","male",26,0,0,7.8875,"S",0,7.8875,0.321437547122393,0.120173262801214,-0.233939043505511,-0.788966389624764,1,0,0,1,"No"
0,"3rd","male",39,0,0,24.15,"S",0,24.15,0.484795174667002,0.367947295930183,0.743179539532793,0.00503801073444814,1,0,0,1,"No"
0,"2nd","male",35,0,0,10.5,"S",0,10.5,0.43453128926866,0.159977085187036,0.4425276678287,-0.661413030919863,1,0,0,1,"No"
0,"3rd","female",6,4,2,31.275,"S",0,31.275,0.0701181201306861,0.476503175164243,-1.73719840202598,0.352910807202358,0,0,0,1,"No"
0,"3rd","male",30.5,0,0,8.05,"S",0,8.05,0.377984418195527,0.122649098643394,0.104294312161594,-0.781032448652689,1,0,0,1,"No"
0,"1st","male",40,0,0,0,"S",1,0,0.497361146016587,0,0.818342507458817,-1.17406767834626,1,0,0,1,"No"
0,"3rd","female",23,0,0,7.925,"S",0,7.925,0.283739633073637,0.120744609534025,-0.459427947283581,-0.787135480169669,0,0,0,1,"No"
0,"2nd","male",31,1,1,37.0042,"C",0,37.0042,0.384267403870319,0.56379276720744,0.141875796124606,0.632634712539053,1,1,0,0,"No"
0,"3rd","male",43,0,0,6.45,"S",0,6.45,0.535059060065343,0.098271638043465,1.04383141123689,-0.859151252070044,1,0,0,1,"No"
0,"3rd","male",10,3,2,27.9,"S",0,27.9,0.120382005529027,0.425081969211267,-1.43654653032189,0.188128956243874,1,0,0,1,"No"
1,"1st","female",52,1,1,93.5,"S",1,65.6344,0.648152802211611,1,1.7202981225711,2.03048281603878,0,0,0,1,"Yes"
1,"3rd","male",27,0,0,8.6625,"S",0,8.6625,0.334003518471978,0.131981095279305,-0.158776075579488,-0.751127594219482,1,0,0,1,"Yes"
0,"1st","male",38,0,0,0,"S",0,0,0.472229203317416,0,0.66801657160677,-1.17406767834626,1,0,0,1,"No"
1,"3rd","female",27,0,1,12.475,"S",1,12.475,0.334003518471978,0.190068013115074,-0.158776075579488,-0.564985132951566,0,0,0,1,"Yes"
0,"3rd","male",2,4,1,39.6875,"S",0,39.6875,0.0198542347323448,0.604675292224809,-2.03785027373007,0.763644828295171,1,0,0,1,"No"
0,"3rd","male",25,0,0,6.95,"Q",0,6.95,0.308871575772807,0.105889594480943,-0.309102011431534,-0.83473912600212,1,0,1,0,"No"
0,"3rd","male",25,0,0,56.4958,"S",0,56.4958,0.308871575772807,0.860765086600929,-0.309102011431534,1.58429750547013,1,0,0,1,"No"
1,"2nd","male",1,0,2,37.0042,"C",0,37.0042,0.00728826338275949,0.56379276720744,-2.1130132416561,0.632634712539053,1,1,0,0,"Yes"
1,"3rd","male",25,0,0,7.75,"Q",0,7.75,0.308871575772807,0.118078324780908,-0.309102011431534,-0.795679724293443,1,0,1,0,"Yes"
1,"1st","female",62,0,0,80,"S",1,65.6344,0.773812515707464,1,2.47192780183133,2.03048281603878,0,0,0,1,"Yes"
1,"3rd","female",15,1,0,14.4542,"C",0,14.4542,0.183211862276954,0.220222931877186,-1.06073169069177,-0.468352173124297,0,1,0,0,"Yes"
1,"2nd","male",0.83,1,1,18.75,"S",0,18.75,0.00515204825332998,0.285673366405422,-2.12579094620352,-0.258612950799126,1,0,0,1,"Yes"
0,"3rd","male",25,0,0,7.2292,"C",0,7.2292,0.308871575772807,0.110143461355631,-0.309102011431534,-0.821107394805792,1,1,0,0,"No"
0,"3rd","male",23,0,0,7.8542,"S",0,7.8542,0.283739633073637,0.119665906902478,-0.459427947283581,-0.790592237220887,1,0,0,1,"No"
0,"3rd","male",18,0,0,8.3,"S",0,8.3,0.22090977632571,0.126458076862133,-0.835242786913698,-0.768826385618727,1,0,0,1,"No"
1,"1st","female",39,1,1,83.1583,"C",1,65.6344,0.484795174667002,1,0.743179539532793,2.03048281603878,0,1,0,0,"Yes"
0,"3rd","male",21,0,0,8.6625,"S",0,8.6625,0.258607690374466,0.131981095279305,-0.609753883135628,-0.751127594219482,1,0,0,1,"No"
0,"3rd","male",25,0,0,8.05,"S",0,8.05,0.308871575772807,0.122649098643394,-0.309102011431534,-0.781032448652689,1,0,0,1,"No"
1,"3rd","male",32,0,0,56.4958,"S",0,56.4958,0.396833375219904,0.860765086600929,0.217038764050629,1.58429750547013,1,0,0,1,"Yes"
1,"1st","male",40,0,0,29.7,"C",1,29.7,0.497361146016587,0.452506612386188,0.818342507458817,0.276012610088399,1,1,0,0,"Yes"
0,"3rd","male",20,0,0,7.925,"S",0,7.925,0.246041719024881,0.120744609534025,-0.684916851061652,-0.787135480169669,1,0,0,1,"No"
0,"2nd","male",16,0,0,10.5,"S",0,10.5,0.195777833626539,0.159977085187036,-0.985568722765745,-0.661413030919863,1,0,0,1,"No"
1,"1st","female",30,0,0,31,"C",0,31,0.371701432520734,0.47231329912363,0.0667128281985825,0.339484137865,0,1,0,0,"Yes"
0,"3rd","male",34.5,0,0,6.4375,"C",0,6.4375,0.428248303593868,0.0980811891325281,0.404946183865688,-0.859761555221742,1,1,0,0,"No"
0,"3rd","male",17,0,0,8.6625,"S",0,8.6625,0.208343804976125,0.131981095279305,-0.910405754839722,-0.751127594219482,1,0,0,1,"No"
0,"3rd","male",42,0,0,7.55,"S",0,7.55,0.522493088715758,0.115031142205916,0.968668443310863,-0.805444574720612,1,0,0,1,"No"
0,"3rd","male",25,8,2,69.55,"S",0,65.6344,0.308871575772807,1,-0.309102011431534,2.03048281603878,1,0,0,1,"No"
0,"3rd","male",35,0,0,7.8958,"C",0,7.8958,0.43453128926866,0.120299720878076,0.4425276678287,-0.788561148332036,1,1,0,0,"No"
0,"2nd","male",28,0,1,33,"S",0,33,0.346569489821563,0.502785124873542,-0.0836131076534643,0.437132642136694,1,0,0,1,"No"
1,"1st","female",35,1,0,89.1042,"C",1,65.6344,0.43453128926866,1,0.4425276678287,2.03048281603878,0,1,0,0,"Yes"
0,"3rd","male",4,4,2,31.275,"S",0,31.275,0.0449861774315155,0.476503175164243,-1.88752433787803,0.352910807202358,1,0,0,1,"No"
0,"3rd","male",74,0,0,7.775,"S",0,7.775,0.924604171902488,0.118459222602781,3.37388341694361,-0.794459117990046,1,0,0,1,"No"
0,"3rd","female",9,1,1,15.2458,"C",0,15.2458,0.107816034179442,0.232283680509001,-1.51170949824791,-0.429702895133561,0,1,0,0,"No"
1,"1st","female",16,0,1,39.4,"S",1,39.4,0.195777833626539,0.600294967273259,-0.985568722765745,0.749607855806115,0,0,0,1,"Yes"
0,"2nd","female",44,1,0,26,"S",0,26,0.547625031414928,0.396133734748851,1.11899437916291,0.0953628771857652,0,0,0,1,"No"
1,"3rd","female",18,0,1,9.35,"S",0,9.35,0.22090977632571,0.142455785380837,-0.835242786913698,-0.717560920876087,0,0,0,1,"Yes"
1,"1st","female",45,1,1,164.8667,"S",0,65.6344,0.560191002764514,1,1.19415734708893,2.03048281603878,0,0,0,1,"Yes"
1,"1st","male",51,0,0,26.55,"S",1,26.55,0.635586830862026,0.404513486830077,1.64513515464507,0.122216215860481,1,0,0,1,"Yes"
1,"3rd","female",24,0,3,19.2583,"C",0,19.2583,0.296305604423222,0.293417780919762,-0.384264979357558,-0.233795583438475,0,1,0,0,"Yes"
0,"3rd","male",25,0,0,7.2292,"C",0,7.2292,0.308871575772807,0.110143461355631,-0.309102011431534,-0.821107394805792,1,1,0,0,"No"
0,"3rd","male",41,2,0,14.1083,"S",0,14.1083,0.509927117366172,0.214952829613739,0.89350547538484,-0.485240481938087,1,0,0,1,"No"
0,"2nd","male",21,1,0,11.5,"S",0,11.5,0.258607690374466,0.175212998061992,-0.609753883135628,-0.612588778784016,1,0,0,1,"No"
1,"1st","female",48,0,0,25.9292,"S",1,25.9292,0.59788891681327,0.395055032117304,1.419646250867,0.0919061201345473,0,0,0,1,"Yes"
0,"3rd","female",21.5,8,2,69.55,"S",0,65.6344,0.264890676049259,1,-0.572172399172616,2.03048281603878,0,0,0,1,"No"
0,"2nd","male",24,0,0,13,"S",0,13,0.296305604423222,0.198066867374426,-0.384264979357558,-0.539352400580246,1,0,0,1,"No"
1,"2nd","female",42,0,0,13,"S",0,13,0.522493088715758,0.198066867374426,0.968668443310863,-0.539352400580246,0,0,0,1,"Yes"
1,"2nd","female",27,1,0,13.8583,"C",0,13.8583,0.334003518471978,0.211143851395,-0.158776075579488,-0.497446544972048,0,1,0,0,"Yes"
0,"1st","male",31,0,0,50.4958,"S",1,50.4958,0.384267403870319,0.769349609351194,0.141875796124606,1.29135199265505,1,0,0,1,"No"
0,"3rd","male",25,0,0,9.5,"S",0,9.5,0.308871575772807,0.14474117231208,-0.309102011431534,-0.71023728305571,1,0,0,1,"No"
1,"3rd","male",4,1,1,11.1333,"S",0,11.1333,0.0449861774315155,0.169625988810746,-1.88752433787803,-0.630492632042231,1,0,0,1,"Yes"
0,"3rd","male",26,0,0,7.8958,"S",0,7.8958,0.321437547122393,0.120299720878076,-0.233939043505511,-0.788561148332036,1,0,0,1,"No"
1,"1st","female",47,1,1,52.5542,"S",1,52.5542,0.585322945463684,0.800711212413003,1.34448328294098,1.39185183325147,0,0,0,1,"Yes"
0,"1st","male",33,0,0,5,"S",1,5,0.40939934656949,0.0761795643747791,0.292201731976653,-0.929946417667022,1,0,0,1,"No"
0,"3rd","male",47,0,0,9,"S",0,9,0.585322945463684,0.137123215874602,1.34448328294098,-0.734649409123634,1,0,0,1,"No"
1,"2nd","female",28,1,0,24,"C",0,24,0.346569489821563,0.36566190899894,-0.0836131076534643,-0.00228562708592884,0,1,0,0,"Yes"
1,"3rd","female",15,0,0,7.225,"C",0,7.225,0.183211862276954,0.110079470521556,-1.06073169069177,-0.821312456664762,0,1,0,0,"Yes"
0,"3rd","male",20,0,0,9.8458,"S",0,9.8458,0.246041719024881,0.15000975098424,-0.684916851061652,-0.693353856667135,1,0,0,1,"No"
0,"3rd","male",19,0,0,7.8958,"S",0,7.8958,0.233475747675295,0.120299720878076,-0.760079818987675,-0.788561148332036,1,0,0,1,"No"
0,"3rd","male",25,0,0,7.8958,"S",0,7.8958,0.308871575772807,0.120299720878076,-0.309102011431534,-0.788561148332036,1,0,0,1,"No"
1,"1st","female",56,0,1,83.1583,"C",1,65.6344,0.698416687609952,1,2.02094999427519,2.03048281603878,0,1,0,0,"Yes"
1,"2nd","female",25,0,1,26,"S",0,26,0.308871575772807,0.396133734748851,-0.309102011431534,0.0953628771857652,0,0,0,1,"Yes"
0,"3rd","male",33,0,0,7.8958,"S",0,7.8958,0.40939934656949,0.120299720878076,0.292201731976653,-0.788561148332036,1,0,0,1,"No"
0,"3rd","female",22,0,0,10.5167,"S",0,10.5167,0.271173661724051,0.160231524932048,-0.534590915209605,-0.660597665909195,0,0,0,1,"No"
0,"2nd","male",28,0,0,10.5,"S",0,10.5,0.346569489821563,0.159977085187036,-0.0836131076534643,-0.661413030919863,1,0,0,1,"No"
0,"3rd","male",25,0,0,7.05,"S",0,7.05,0.308871575772807,0.107413185768439,-0.309102011431534,-0.829856700788536,1,0,0,1,"No"
0,"3rd","female",39,0,5,29.125,"Q",0,29.125,0.484795174667002,0.443745962483088,0.743179539532793,0.247938665110287,0,0,1,0,"No"
0,"2nd","male",27,0,0,13,"S",0,13,0.334003518471978,0.198066867374426,-0.158776075579488,-0.539352400580246,1,0,0,1,"No"
1,"1st","female",19,0,0,30,"S",1,30,0.233475747675295,0.457077386248674,-0.760079818987675,0.290659885729153,0,0,0,1,"Yes"
0,"3rd","female",21.5,1,2,23.45,"S",0,23.45,0.264890676049259,0.357282156917714,-0.572172399172616,-0.0291389657606447,0,0,0,1,"No"
1,"1st","male",26,0,0,30,"C",1,30,0.321437547122393,0.457077386248674,-0.233939043505511,0.290659885729153,1,1,0,0,"Yes"
0,"3rd","male",32,0,0,7.75,"Q",0,7.75,0.396833375219904,0.118078324780908,0.217038764050629,-0.795679724293443,1,0,1,0,"No"
